順位	No.	氏名	年齢	性別	総合記録	ｽｲﾑﾗｯﾌﾟ	S順	T1(ﾐﾆﾗﾝ)	ﾊﾞｲｸﾗｯﾌﾟ	B順	ｽﾌﾟﾘｯﾄ	通過	ﾗﾝﾗｯﾌﾟ	R順	男子順位	女子順位	年齢区分	区分別順
199	434	岸浜 順志	43	男	3:34:12	0:36:35	235	0:05:31	1:32:05	119	2:14:11	156	1:20:01	226	180		40代男子	72
200	497	相原 博行	48	男	3:35:09	0:31:36	151	0:05:45	1:50:10	230	2:27:31	226	1:07:38	166	181		40代男子	73
201	478	弘田 貴郎	47	男	3:35:27	0:31:24	148	0:05:32	1:40:02	184	2:16:58	175	1:18:29	217	182		40代男子	74
202	443	宮崎 泰宏	44	男	3:35:41	0:38:08	240	0:06:00	1:38:37	172	2:22:45	209	1:12:56	197	183		40代男子	75
203	42	光内 忠輝	49	男	3:36:13	0:30:51	130	0:06:22	1:39:30	178	2:16:43	174	1:19:30	220	184		40代男子	76
204	426	橋 由博	43	男	3:36:19	0:34:33	210	0:05:33	1:40:05	185	2:20:11	192	1:16:08	211	185		40代男子	77
205	422	宮川 昌士	42	男	3:36:35	0:32:26	171	0:06:11	1:45:58	217	2:24:35	213	1:12:00	191	186		40代男子	78
206	118	久保 聖子	43	女	3:37:02	0:30:49	129	0:05:14	1:43:32	209	2:19:35	185	1:17:27	215		20	40代女子	6
207	44	柴岡 正紀	49	男	3:37:06	0:32:33	175	0:06:27	1:48:15	228	2:27:15	224	1:09:51	173	187		40代男子	79
208	457	村上 康二	45	男	3:37:29	0:35:14	216	0:04:36	1:43:44	210	2:23:34	211	1:13:55	203	188		40代男子	80
209	115	濱田 綾	40	女	3:37:59	0:31:13	142	0:04:31	1:52:53	239	2:28:37	227	1:09:22	170		21	40代女子	7
210	305	清水 圭介	32	男	3:38:34	0:44:42	250	0:06:08	1:38:21	169	2:29:11	229	1:09:23	171	189		30代男子	42
211	425	松岡 大樹	42	男	3:38:39	0:36:31	232	0:08:39	1:46:18	218	2:31:28	232	1:07:11	164	190		40代男子	81
212	615	星川 祐二	65	男	3:39:24	0:32:20	166	0:06:20	1:47:58	227	2:26:38	218	1:12:46	195	191		60歳以上男子	13
213	448	松本 尚之	45	男	3:39:43	0:27:59	80	0:04:59	1:42:34	204	2:15:32	169	1:24:11	235	192		40代男子	82
214	102	土居 華夏	20	女	3:40:33	0:24:48	36	0:04:16	1:56:42	244	2:25:46	217	1:14:47	207		22	29歳以下女子	5
215	489	栗田 忠行	48	男	3:41:00	0:34:09	201	0:05:59	1:46:47	222	2:26:55	221	1:14:05	204	193		40代男子	83
216	450	渡邉 宏	45	男	3:41:31	0:31:15	143	0:03:50	1:46:27	219	2:21:32	202	1:19:59	225	194		40代男子	84
217	553	野村 真人	59	男	3:41:37	0:35:30	220	0:09:49	1:44:06	211	2:29:25	230	1:12:12	192	195		50代男子	42
218	507	田中 耕二	51	男	3:41:53	0:35:47	222	0:06:24	1:38:22	170	2:20:33	193	1:21:20	231	196		50代男子	43
219	343	緒方 行彦	37	男	3:41:55	0:32:44	179	0:06:20	1:45:26	216	2:24:30	212	1:17:25	214	197		30代男子	43
220	492	横山 満春	48	男	3:42:01	0:28:49	101	0:04:58	1:53:34	241	2:27:21	225	1:14:40	206	198		40代男子	85
221	621	大西 和久	70	男	3:42:28	0:28:45	99	0:05:59	1:44:52	214	2:19:36	186	1:22:52	233	199		60歳以上男子	14
222	313	宮崎 太平	33	男	3:42:36	0:37:02	237	0:05:25	1:32:51	125	2:15:18	166	1:27:18	238	200		30代男子	44
223	130	武井 節子	52	女	3:43:01	0:39:03	243	0:05:22	1:51:28	235	2:35:53	236	1:07:08	163		23	50歳以上女子	3
224	439	戸田 英清	44	男	3:43:18	0:31:16	144	0:05:58	1:47:29	223	2:24:43	214	1:18:35	218	201		40代男子	86
225	555	長岡 良春	59	男	3:44:40	0:36:02	226	0:05:50	1:43:09	206	2:25:01	216	1:19:39	222	202		50代男子	44
226	509	九冨 弘和	51	男	3:44:46	0:34:14	202	0:09:44	1:44:51	213	2:28:49	228	1:15:57	210	203		50代男子	45
227	607	岡 豊	60	男	3:47:37	0:45:09	251	0:05:47	1:46:38	221	2:37:34	240	1:10:03	175	204		60歳以上男子	15
228	523	重松 孝尚	52	男	3:47:48	0:36:23	229	0:04:12	1:46:33	220	2:27:08	223	1:20:40	228	205		50代男子	46
229	46	清水 健太郎	49	男	3:48:54	0:35:10	215	0:05:32	1:41:00	194	2:21:42	204	1:27:12	237	206		40代男子	87
230	316	太田 達彦	33	男	3:49:25	0:26:56	63	0:05:17	1:58:03	245	2:30:16	231	1:19:09	219	207		30代男子	45
231	617	渡辺 佳人	66	男	3:49:47	0:38:30	242	0:07:04	1:52:20	237	2:37:54	241	1:11:53	189	208		60歳以上男子	16
232	606	池田 彰	60	男	3:50:27	0:34:03	200	0:08:14	1:53:09	240	2:35:26	235	1:15:01	208	209		60歳以上男子	17
233	347	辻 宗一	38	男	3:50:35	0:31:05	138	0:07:40	1:41:07	196	2:19:52	189	1:30:43	240	210		30代男子	46
234	537	池内 英治	55	男	3:51:45	0:31:45	156	0:08:41	1:51:21	233	2:31:47	233	1:19:58	224	211		50代男子	47
235	214	武元 壮輝	28	男	3:51:56	0:33:39	195	0:05:40	1:47:31	224	2:26:50	220	1:25:06	236	212		29歳以下男子	12
236	319	橋本 慎司	33	男	3:52:30	0:37:41	238	0:07:24	1:51:48	236	2:36:53	239	1:15:37	209	213		30代男子	47
237	512	吉川 忍	51	男	3:53:55	0:32:03	160	0:04:58	1:47:42	226	2:24:43	215	1:29:12	239	214		50代男子	48
238	127	田中 絵里	51	女	3:53:58	0:35:32	221	0:05:35	1:40:01	183	2:21:08	199	1:32:50	241		24	50歳以上女子	4
239	524	戒田 大輔	52	男	3:53:59	0:34:00	198	0:08:12	1:51:28	234	2:33:40	234	1:20:19	227	215		50代男子	49
240	427	趙 元喆	43	男	3:58:49	0:46:11	252	0:06:04	1:54:51	243	2:47:06	247	1:11:43	187	216		40代男子	88
241	43	岸 勝美	49	男	3:59:40	0:40:26	246	0:05:39	1:49:53	229	2:35:58	237	1:23:42	234	217		40代男子	89
