順位	No.	氏名	年齢	性別	居住地	総合記録	ｽｲﾑﾗｯﾌﾟ	Ｓ順	ﾊﾞｲｸﾗｯﾌﾟ	Ｂ順	ｽﾌﾟﾘｯﾄ	通過	ﾗﾝﾗｯﾌﾟ	Ｒ順	男子順位	女子順位	年齢区分	区分順位
200	105	北野 祐貴	30	男	福岡県	3:06:08	0:34:18	125	1:26:55	224	2:01:13	191	1:04:55	196	187		40歳未満	42
201	39	赤池 侑馬	27	男	東京都	3:06:18	0:33:37	109	1:27:52	229	2:01:29	194	1:04:49	195	188		30歳未満	17
202	172	岩北 修一	63	男	福岡県	3:06:50	0:35:58	166	1:26:12	219	2:02:10	201	1:04:40	194	189		70歳未満	12
203	247	鶴田 卓司	43	男	佐賀県	3:07:45	0:33:40	110	1:24:48	203	1:58:28	174	1:09:17	218	190		50歳未満	74
204	26	菊池 素直	16	女	福岡県	3:08:04	0:34:32	136	1:27:36	226	2:02:08	200	1:05:56	204		14	20歳未満	1
205	243	稲葉 伸理	56	男	佐賀県	3:08:17	0:37:04	184	1:22:00	177	1:59:04	177	1:09:13	217	191		60歳未満	37
206	238	古澤 浩則	57	男	佐賀県	3:08:51	0:37:22	185	1:21:25	171	1:58:47	175	1:10:04	221	192		60歳未満	38
207	88	福田 敏治	59	男	福岡県	3:09:18	0:44:30	245	1:23:10	187	2:07:40	227	1:01:38	177	193		60歳未満	39
208	37	朝武 康臣	49	男	東京都	3:09:31	0:36:18	176	1:24:37	198	2:00:55	188	1:08:36	216	194		50歳未満	75
209	232	野田 博義	40	男	佐賀県	3:09:42	0:38:04	195	1:20:56	165	1:59:00	176	1:10:42	223	195		50歳未満	76
210	138	岩隈 良弘	54	男	福岡県	3:09:44	0:40:43	213	1:25:39	212	2:06:22	224	1:03:22	187	196		60歳未満	40
211	225	甲斐 圭祐	59	男	佐賀県	3:10:04	0:40:15	209	1:20:24	160	2:00:39	187	1:09:25	219	197		60歳未満	41
212	48	沼野 賢司	48	男	兵庫県	3:10:21	0:38:50	202	1:30:02	234	2:08:52	231	1:01:29	176	198		50歳未満	77
213	117	泉 隆行	31	男	福岡県	3:10:22	0:42:28	225	1:25:24	210	2:07:52	228	1:02:30	183	199		40歳未満	43
214	78	石井 教史	38	男	福岡県	3:10:29	0:30:06	48	1:25:57	216	1:56:03	154	1:14:26	231	200		40歳未満	44
215	43	須貝 恵吉	71	男	新潟県	3:11:13	0:38:28	198	1:24:46	202	2:03:14	209	1:07:59	213	201		70歳以上	3
216	118	中瀬 徹	52	男	福岡県	3:11:27	0:39:47	206	1:21:23	170	2:01:10	189	1:10:17	222	202		60歳未満	42
217	25	田中 和子	25	女	福岡県	3:11:53	0:44:32	246	1:21:21	168	2:05:53	221	1:06:00	206		15	30歳未満	4
218	129	村上 孝史	46	男	福岡県	3:11:56	0:44:01	241	1:27:38	227	2:11:39	235	1:00:17	167	203		50歳未満	78
219	3	柳川 春巳	62	男	佐賀県	3:12:33	0:35:26	146	1:25:09	205	2:00:35	184	1:11:58	225	204		70歳未満	13
220	32	中嶋 豊	62	男	茨城県	3:12:35	0:32:54	98	1:24:25	197	1:57:19	167	1:15:16	234	205		70歳未満	14
221	224	鶴田 英司	44	男	佐賀県	3:13:59	0:42:55	228	1:29:53	232	2:12:48	236	1:01:11	172	206		50歳未満	79
222	209	久富 慶吾	62	男	佐賀県	3:14:03	0:38:32	200	1:39:30	243	2:18:02	243	0:56:01	134	207		70歳未満	15
223	175	熊谷 明彦	61	男	福岡県	3:15:36	0:36:47	182	1:23:31	190	2:00:18	182	1:15:18	235	208		70歳未満	16
224	199	諏訪 健二	75	男	福岡県	3:16:29	0:35:44	156	1:27:44	228	2:03:28	210	1:13:01	228	209		70歳以上	4
225	104	石井 義久	39	男	福岡県	3:16:40	0:43:42	237	1:24:56	204	2:08:38	230	1:08:02	214	210		40歳未満	45
226	82	樋口 広行	52	男	福岡県	3:16:58	0:40:53	217	1:29:46	231	2:10:39	233	1:06:19	208	211		60歳未満	43
227	2	稲田 弘	85	男	千葉県	3:17:19	0:38:47	201	1:27:04	225	2:05:51	220	1:11:28	224	212		70歳以上	5
228	173	菅 道文	51	男	福岡県	3:17:22	0:40:45	214	1:21:49	175	2:02:34	204	1:14:48	232	213		60歳未満	44
229	135	下平 譲二	67	男	福岡県	3:17:35	0:34:25	129	1:30:10	235	2:04:35	213	1:13:00	227	214		70歳未満	17
230	229	南里 実	40	男	佐賀県	3:17:59	0:38:24	197	1:24:37	199	2:03:01	208	1:14:58	233	215		50歳未満	80
231	63	鶴居 亮輔	28	男	山口県	3:19:29	0:36:06	173	1:39:46	244	2:15:52	239	1:03:37	188	216		30歳未満	18
232	96	大塚 哲司	53	男	福岡県	3:19:59	0:34:10	123	1:30:01	233	2:04:11	212	1:15:48	236	217		60歳未満	45
233	226	小犬丸 秀樹	44	男	佐賀県	3:21:29	0:43:57	240	1:19:52	156	2:03:49	211	1:17:40	240	218		50歳未満	81
234	20	麻生 博子	63	女	福岡県	3:21:38	0:43:38	235	1:32:26	238	2:16:04	240	1:05:34	202		16	70歳未満	3
235	164	江口 礼二	52	男	福岡県	3:22:06	0:43:44	238	1:33:01	239	2:16:45	241	1:05:21	200	219		60歳未満	46
236	74	萬年 孝太郎	45	男	福岡県	3:22:17	0:41:22	221	1:21:21	169	2:02:43	206	1:19:34	241	220		50歳未満	82
237	191	江本 憲央	32	男	福岡県	3:23:27	0:44:12	243	1:23:10	188	2:07:22	226	1:16:05	238	221		40歳未満	46
238	45	一木 悟美	53	男	京都府	3:23:41	0:31:13	62	1:07:19	22	1:38:32	28	1:45:09	242	222		60歳未満	47
239	162	長 孝樹	24	男	福岡県	3:26:21	0:42:26	224	1:28:04	230	2:10:30	232	1:15:51	237	223		30歳未満	19
240	16	東原 うめの	56	女	福岡県	3:27:00	0:42:47	227	1:31:53	237	2:14:40	237	1:12:20	226		17	60歳未満	2
241	289	佐藤 倫一郎	44	男	大分県	3:27:06	0:37:53	191	1:33:01	240	2:10:54	234	1:16:12	239	224		50歳未満	83
242	18	松木 治美	59	女	福岡県	3:30:06	0:36:27	178	1:39:21	242	2:15:48	238	1:14:18	229		18	60歳未満	3
TOV	71	平塚 幸大	38	男	福岡県	3:36:28	0:46:33	247	1:31:18	236	2:17:51	242	1:18:37				40歳未満	
DNF	197	有馬 丈博	42	男	福岡県		0:43:40	236	1:34:32	241	2:18:12	244					50歳未満	
DNF	36	田代 幹久	50	男	千葉県		0:41:02	219									60歳未満	
DNF	70	川野 勝彦	48	男	福岡県		0:41:17	220									50歳未満	
DNF	23	富元 智子	41	女	福岡県		0:43:25	233									50歳未満	
DNF	17	神谷 節子	63	女	福岡県		0:44:16	244									70歳未満	
DNF	156	山下 宏一朗	35	男	福岡県		0:47:57	249									40歳未満	
DNF	58	立本 健	69	男	広島県		0:48:26	250									70歳未満	
DNF	35	北澤 勇人	29	男	埼玉県												30歳未満	
DNF	85	里 博之	43	男	福岡県												50歳未満	
DNF	125	久徳 輝幸	46	男	福岡県												50歳未満	
DNF	128	横山 勇吉	72	男	福岡県												70歳以上	
DNF	161	井上 広之真	59	男	福岡県												60歳未満	
DNF	205	木原 郁夫	61	男	福岡県												70歳未満	
DNF	220	栗山 聡	47	男	佐賀県												50歳未満	
DNF	237	権藤 保明	54	男	佐賀県												60歳未満	
DNF	256	濵田 憲治	64	男	長崎県												70歳未満	
DNS	12	西 亜紀子	36	女	東京都												40歳未満	
DNS	27	鴨狩 円	50	女	福岡県												60歳未満	
DNS	33	加野 浩之	56	男	埼玉県												60歳未満	
DNS	42	新井 陽介	34	男	神奈川県												40歳未満	
DNS	46	宮田 玲	52	男	大阪府												60歳未満	
DNS	53	足立 崚太郎	20	男	広島県												30歳未満	
DNS	65	安永 一男	53	男	山口県												60歳未満	
DNS	84	浦下 和久	43	男	福岡県												50歳未満	
DNS	90	曽我部 俊幸	50	男	福岡県												60歳未満	
DNS	94	大束 誠人	40	男	福岡県												50歳未満	
DNS	108	大月 博文	28	男	福岡県												30歳未満	
DNS	123	重岡 亮	37	男	福岡県												40歳未満	
DNS	127	篠原 誠司	54	男	福岡県												60歳未満	
DNS	137	大石 堅治	54	男	福岡県												60歳未満	
DNS	145	西村 康平	26	男	福岡県												30歳未満	
DNS	146	石田 光史	42	男	福岡県												50歳未満	
DNS	158	竹崎 亨也	44	男	福岡県												50歳未満	
DNS	159	石崎 泰行	47	男	福岡県												50歳未満	
DNS	170	今村 陽一	40	男	福岡県												50歳未満	
DNS	194	Garnier Eric	44	男	福岡県												50歳未満	
DNS	198	一ノ瀬 謙二	37	男	福岡県												40歳未満	
DNS	246	青木 宗昭	43	男	佐賀県												50歳未満	
DNS	253	稲股 一鷹	24	男	長崎県												30歳未満	
DNS	269	濵田 修二	43	男	熊本県												50歳未満	
DNS	270	片岡 裕登	20	男	熊本県												30歳未満	
DNS	271	本村 健斗	20	男	熊本県												30歳未満	
DNS	278	今鷹 修	65	男	熊本県												70歳未満	
DNS	284	廣瀬 一二	42	男	大分県												50歳未満	
DNS	288	田中 祐二	43	男	大分県												50歳未満	
1	366	相良 友哉	19	男	福岡県	1:10:24	0:10:55	1	0:38:20	1	0:49:15	1	0:21:09	1	1		大学生・一般	1
2	377	藤原 直生	17	男	長崎県	1:15:23	0:14:26	5	0:39:20	2	0:53:46	2	0:21:37	2	2		中学生・高校生	1
3	369	菊池 健太	14	男	福岡県	1:16:53	0:12:26	3	0:42:08	3	0:54:34	3	0:22:19	3	3		中学生・高校生	2
4	360	花井 翔馬	16	男	福岡県	1:20:56	0:11:29	2	0:45:16	6	0:56:45	4	0:24:11	5	4		中学生・高校生	3
5	363	白川 嗣芳	16	男	福岡県	1:22:33	0:14:04	4	0:44:23	5	0:58:27	6	0:24:06	4	5		中学生・高校生	4
6	361	竹田 有輝	23	男	福岡県	1:23:27	0:14:29	6	0:43:12	4	0:57:41	5	0:25:46	8	6		大学生・一般	2
7	359	川坂 湧嗣	13	男	福岡県	1:31:06	0:16:30	7	0:50:15	10	1:06:45	9	0:24:21	6	7		中学生・高校生	5
8	371	木村 隆夫	55	男	佐賀県	1:33:51	0:18:16	11	0:48:26	7	1:06:42	8	0:27:09	9	8		大学生・一般	3
9	367	佐々木 悠二	36	男	福岡県	1:37:40	0:19:37	13	0:52:22	14	1:11:59	14	0:25:41	7	9		大学生・一般	4
10	355	児玉 裕之	42	男	福岡県	1:37:44	0:17:30	9	0:48:42	8	1:06:12	7	0:31:32	14	10		大学生・一般	5
11	354	崎山 庫志	43	男	福岡県	1:40:02	0:20:08	16	0:51:45	12	1:11:53	12	0:28:09	11	11		大学生・一般	6
12	376	谷口 亮	44	男	佐賀県	1:41:15	0:19:56	14	0:49:34	9	1:09:30	11	0:31:45	17	12		大学生・一般	7
13	356	小川 武宏	42	男	福岡県	1:42:12	0:20:03	15	0:51:54	13	1:11:57	13	0:30:15	13	13		大学生・一般	8
14	374	帆足 俊彦	26	男	佐賀県	1:43:23	0:19:01	12	0:54:22	16	1:13:23	15	0:30:00	12	14		大学生・一般	9
15	370	小松 一寿	55	男	佐賀県	1:48:02	0:17:22	8	0:51:37	11	1:08:59	10	0:39:03	20	15		大学生・一般	10
16	375	松本 太志	46	男	佐賀県	1:49:07	0:20:28	17	0:53:44	15	1:14:12	16	0:34:55	19	16		大学生・一般	11
17	353	久山 三千男	63	男	福岡県	1:53:08	0:21:43	20	1:03:18	21	1:25:01	21	0:28:07	10	17		大学生・一般	12
18	380	米山 高兆	63	男	鹿児島県	1:53:41	0:20:38	18	0:58:21	20	1:18:59	20	0:34:42	18	18		大学生・一般	13
19	379	長田 浩伸	53	男	宮崎県	2:00:14	0:22:50	21	0:55:48	17	1:18:38	19	0:41:36	21	19		大学生・一般	14
20	368	末包 洋平	47	男	福岡県	2:02:08	0:25:32	24	1:04:58	22	1:30:30	22	0:31:38	15	20		大学生・一般	15
21	364	北崎 泰弘	39	男	福岡県	2:02:09	0:23:54	22	1:06:37	23	1:30:31	23	0:31:38	16	21		大学生・一般	16
22	372	北島 正弘	52	男	佐賀県	2:04:33	0:17:50	10	0:57:21	19	1:15:11	17	0:49:22	22	22		大学生・一般	17
23	358	保利 浩秀	40	男	福岡県	2:29:38	0:24:43	23	1:13:16	24	1:37:59	24	0:51:39	23	23		大学生・一般	18
DNF	350	中村 紫苑	24	女	福岡県	1:40:13	0:20:50	19	0:56:24	18	1:17:14	18	0:22:59				大学生・一般	
DNF	352	池本 拓弥	30	男	埼玉県												大学生・一般	
DNS	351	和泉 まゆこ	38	女	佐賀県												大学生・一般	
DNS	357	中村 郁亮	46	男	福岡県												大学生・一般	
DNS	362	金子 直幹	51	男	福岡県												大学生・一般	
DNS	365	平田 清巳	65	男	福岡県												大学生・一般	
DNS	373	井ノ口 武良	44	男	佐賀県												大学生・一般	
DNS	378	山下 耕司	34	男	熊本県												大学生・一般	
