総合順位	No.	氏名	性別	年齢区分	総合記録	ｽｲﾑﾗｯﾌﾟ	T1	ﾊﾞｲｸﾗｯﾌﾟ	ﾗﾝﾗｯﾌﾟ	ステータス
272	382	清水 辰典	男	45-49男子	2:57:43	0:40:37	0:05:48	1:16:29	0:54:49	
273	194	井原 康太	男	35-39男子	2:57:44	0:39:54	0:07:00	1:17:44	0:53:06	
274	764	島田 祐希	男	30-34男子	2:57:46	0:36:54	0:06:36	1:29:00	0:45:16	
275	793	矢島 正邦	男	40-44男子	2:57:57	0:32:34	0:05:28	1:22:08	0:57:47	
276	210	榎木 厚介	男	40-44男子	2:58:08	0:39:16	0:06:31	1:15:25	0:56:56	
277	837	尼子 雅章	男	50-54男子	2:58:09	0:34:56	0:06:44	1:21:47	0:54:42	
278	577	川名 茂樹	男	55-59男子	2:58:24	0:29:53	0:03:47	1:22:13	1:02:31	
279	90	山内 卓矢	男	30-34男子	2:58:36	0:36:35	0:04:20	1:26:06	0:51:35	
280	123	小林 祐介	男	30-34男子	2:58:38	0:33:50	0:03:38	1:24:00	0:57:10	
281	690	篠田 悟	男	50-54男子	2:58:42	0:35:31	0:04:03	1:25:41	0:53:27	
282	64	岸 拓也	男	25-29男子	2:58:43	0:34:16	0:05:09	1:25:59	0:53:19	
283	574	岸田 洋	男	55-59男子	2:58:45	0:34:43	0:03:11	1:19:06	1:01:45	
284	185	川上 浩一	男	35-39男子	2:58:57	0:38:11	0:05:15	1:26:52	0:48:39	
285	748	柴田 大地	男	25-29男子	2:58:58	0:23:24	0:04:46	1:33:36	0:57:12	
286	592	川野 敏彦	男	55-59男子	2:59:05	0:33:23	0:04:43	1:26:15	0:54:44	
287	910	高澤 由美	女	55-59女子	2:59:12	0:34:32	0:03:59	1:25:38	0:55:03	
288	74	中込 岳	男	25-29男子	2:59:12	0:32:20	0:06:46	1:32:28	0:47:38	
289	50	田中 輝政	男	45-49男子	2:59:26	0:28:49	0:04:29	1:24:52	1:01:16	
290	407	工藤 優	男	45-49男子	2:59:32	0:37:58	0:04:49	1:28:16	0:48:29	
291	829	榎本 勇治	男	50-54男子	2:59:32	0:35:04	0:04:10	1:29:54	0:50:24	
292	780	中村 竜乃介	男	35-39男子	2:59:32	0:32:57	0:06:30	1:22:07	0:57:58	
293	752	遠藤 幸宏	男	25-29男子	2:59:35	0:28:08	0:06:22	1:32:32	0:52:33	
294	284	前田 浩之	男	40-44男子	2:59:38	0:34:19	0:04:34	1:21:57	0:58:48	
295	225	小柴 有	男	40-44男子	2:59:45	0:35:26	0:04:34	1:25:40	0:54:05	
296	870	原田 香織	女	40-44女子	2:59:46	0:28:47	0:04:36	1:31:40	0:54:43	
297	240	荻野 宏之	男	40-44男子	2:59:55	0:38:35	0:04:09	1:21:29	0:55:42	
298	157	森谷 健太	男	35-39男子	2:59:56	0:41:58	0:05:07	1:14:18	0:58:33	
299	146	東野 和大	男	35-39男子	3:00:05	0:28:11	0:04:00	1:32:52	0:55:02	
300	58	辻 信	男	25-29男子	3:00:06	0:31:01	0:06:37	1:35:24	0:47:04	
301	612	林宝 謙治	男	55-59男子	3:00:09	0:38:06	0:04:53	1:27:13	0:49:57	
302	874	大野 香織	女	40-44女子	3:00:13	0:33:36	0:04:15	1:31:21	0:51:01	
303	568	後藤 建也	男	55-59男子	3:00:16	0:33:47	0:05:37	1:23:26	0:57:26	
304	522	水上 理史	男	50-54男子	3:00:19	0:43:15	0:06:04	1:26:07	0:44:53	
305	301	栁井 寿康	男	45-49男子	3:00:21	0:34:25	0:03:40	1:17:41	1:04:35	
306	873	川口 昌子	女	40-44女子	3:00:25	0:31:39	0:05:41	1:29:10	0:53:55	
307	393	木村 晋	男	45-49男子	3:00:28	0:36:06	0:06:41	1:19:11	0:58:30	
308	787	柳川 将基	男	35-39男子	3:00:33	0:35:06	0:04:44	1:21:42	0:59:01	
309	432	松永 基史	男	50-54男子	3:00:33	0:29:35	0:06:52	1:18:44	1:05:22	
310	174	両角 悠太	男	35-39男子	3:00:38	0:31:20	0:06:20	1:34:29	0:48:29	
311	701	藤川 裕三	男	60-64男子	3:00:43			1:18:40	0:47:33	SKIP
312	511	中川 倫夫	男	50-54男子	3:00:49	0:29:48	0:03:34	1:22:55	1:04:32	
313	739	中江川 章	男	70-74男子	3:00:52	0:34:02	0:05:05	1:29:40	0:52:05	
314	442	渡辺 一紀	男	50-54男子	3:00:55	0:34:54	0:03:45	1:23:50	0:58:26	
315	136	松下 俊介	男	30-34男子	3:01:01	0:33:29	0:04:39	1:32:01	0:50:52	
316	482	若尾 健二	男	50-54男子	3:01:01	0:36:03	0:04:41	1:20:34	0:59:43	
317	632	堀江 優之	男	55-59男子	3:01:04	0:26:49	0:03:55	1:28:01	1:02:19	
318	461	田中 和幸	男	50-54男子	3:01:13	0:39:43	0:06:37	1:22:19	0:52:34	
319	484	田村 政喜	男	50-54男子	3:01:19	0:39:40	0:07:32	1:18:10	0:55:57	
320	192	目黒 広樹	男	35-39男子	3:01:20	0:40:22	0:06:59	1:21:07	0:52:52	
321	35	伊藤 正悟	男	25-29男子	3:01:35	0:33:10	0:05:17	1:25:51	0:57:17	
322	821	井上 勉	男	45-49男子	3:01:37	0:37:11	0:04:38	1:26:59	0:52:49	
323	170	小森谷 慧大	男	35-39男子	3:01:38	0:34:37	0:04:53	1:27:12	0:54:56	
324	366	高橋 竜司	男	45-49男子	3:01:39	0:33:14	0:04:18	1:23:13	1:00:54	
325	460	大場 洋一	男	50-54男子	3:01:49	0:38:09	0:04:07	1:20:45	0:58:48	
326	610	三浦 政勝	男	55-59男子	3:02:06	0:31:10	0:04:13	1:19:21	1:07:22	
327	485	初沢 茂篤	男	50-54男子	3:02:09	0:38:10	0:05:22	1:26:16	0:52:21	
328	813	布川 了	男	45-49男子	3:02:24	0:34:43	0:05:29	1:25:16	0:56:56	
329	802	白武 要	男	40-44男子	3:02:29	0:38:15	0:04:09	1:30:18	0:49:47	
330	356	竹原 智威	男	45-49男子	3:02:38	0:32:42	0:04:33	1:26:10	0:59:13	
331	810	金子 英昭	男	40-44男子	3:02:52	0:36:44	0:05:44	1:27:20	0:53:04	
332	499	西谷 康昌	男	50-54男子	3:02:52	0:52:00	0:04:43	1:23:20	0:42:49	
333	173	大内 雄介	男	35-39男子	3:02:58	0:36:21	0:05:36	1:30:09	0:50:52	
334	502	石田 宗久	男	50-54男子	3:03:02	0:41:36	0:05:32	1:21:22	0:54:32	
335	342	高田 友則	男	45-49男子	3:03:10	0:48:29	0:09:01	1:21:48	0:43:52	
336	818	小林 貴大	男	45-49男子	3:03:15	0:34:18	0:05:59	1:25:13	0:57:45	
337	138	塚本 博幸	男	30-34男子	3:03:17	0:33:26	0:06:37	1:24:54	0:58:20	
338	773	久保 祥馬	男	30-34男子	3:03:17	0:36:07	0:04:28	1:28:18	0:54:24	
339	519	三本 忠之	男	50-54男子	3:03:23	0:36:03	0:05:24	1:21:15	1:00:41	
340	527	岩城 勤也	男	50-54男子	3:03:26	0:38:58	0:05:17	1:18:57	1:00:14	
341	825	大瀬戸 啓	男	50-54男子	3:03:26	0:34:11	0:05:30	1:28:39	0:55:06	
342	819	森園 泰寛	男	45-49男子	3:03:46	0:33:43	0:04:45	1:34:39	0:50:39	
343	385	山田 浩一郎	男	45-49男子	3:03:50	0:35:12	0:04:36	1:30:00	0:54:02	
344	591	芦田 達也	男	55-59男子	3:03:54	0:36:56	0:05:41	1:25:03	0:56:14	
345	490	春山 泰行	男	50-54男子	3:03:55	0:39:37	0:06:37	1:25:04	0:52:37	
346	587	金井 由光	男	55-59男子	3:03:55	0:29:00	0:03:51	1:30:54	1:00:10	
347	525	長井 孝仁	男	50-54男子	3:03:58	0:35:00	0:03:58	1:17:53	1:07:07	
348	623	湯野川 徹	男	55-59男子	3:04:01	0:38:27	0:06:21	1:24:00	0:55:13	
349	684	高野 朋也	男	40-44男子	3:04:09	0:25:41	0:05:16	1:38:20	0:54:52	
350	218	平野 守	男	40-44男子	3:04:13	0:39:13	0:06:09	1:26:46	0:52:05	
351	466	内山 和夫	男	50-54男子	3:04:26	0:34:39	0:04:36	1:21:48	1:03:23	
352	111	田畑 寿起	男	30-34男子	3:04:29	0:25:21	0:05:45	1:29:14	1:04:09	
353	836	加峰 裕昭	男	50-54男子	3:04:31	0:30:12	0:02:48	1:28:59	1:02:32	
354	230	成宮 博之	男	40-44男子	3:04:36	0:39:24	0:05:17	1:21:19	0:58:36	
355	552	荻田 千博	男	55-59男子	3:04:41	0:38:15	0:07:02	1:26:59	0:52:25	
356	370	田村 嘉邦	男	45-49男子	3:04:43	0:38:12	0:07:28	1:19:39	0:59:24	
357	896	久保田 麻衣子	女	50-54女子	3:04:47	0:31:03	0:04:39	1:34:44	0:54:21	
358	715	岩崎 義雄	男	60-64男子	3:04:52	0:38:05	0:05:49	1:21:58	0:59:00	
359	360	鈴木 健一	男	45-49男子	3:04:53	0:33:30	0:05:47	1:29:10	0:56:26	
360	268	武居 功二	男	40-44男子	3:05:11	0:36:50	0:04:03	1:23:58	1:00:20	
361	13	浅井 隆汰	男	20-24男子	3:05:23	0:33:52	0:04:43	1:28:41	0:58:07	
362	833	永田 哲	男	50-54男子	3:05:23	0:32:59	0:04:57	1:25:49	1:01:38	
363	478	高野 実純	男	50-54男子	3:05:34	0:38:13	0:03:53	1:29:09	0:54:19	
364	740	堀野 正明	男	70-74男子	3:05:37	0:34:02	0:05:48	1:26:27	0:59:20	
365	558	島田 容男	男	55-59男子	3:05:41	0:40:56	0:06:22	1:22:01	0:56:22	
366	75	實方 智一	男	25-29男子	3:05:52	0:35:19	0:04:56	1:32:11	0:53:26	
367	719	荻野 正	男	60-64男子	3:05:53	0:35:22	0:04:25	1:30:49	0:55:17	
368	771	田邊 真生	男	30-34男子	3:05:58	0:42:33	0:04:12	1:26:26	0:52:47	
369	181	大澤 大佑	男	35-39男子	3:06:01	0:37:35	0:05:18	1:27:34	0:55:34	
370	105	新実 義大	男	30-34男子	3:06:16	0:33:08	0:07:59	1:33:03	0:52:06	
371	34	榎原 巧	男	25-29男子	3:06:17	0:33:43	0:03:38	1:30:18	0:58:38	
372	795	熊城 翔太	男	40-44男子	3:06:17	0:37:25	0:04:20	1:27:09	0:57:23	
373	187	今枝 佑介	男	35-39男子	3:06:22	0:39:16	0:03:51	1:28:30	0:54:45	
374	327	白木 昭光	男	45-49男子	3:06:30	0:31:24	0:06:01	1:30:35	0:58:30	
375	54	鈴木 盛一朗	男	25-29男子	3:06:31	0:38:22	0:08:23	1:30:01	0:49:45	
376	835	竹内 優	男	50-54男子	3:06:31	0:35:54	0:05:22	1:30:50	0:54:25	
377	166	太田 康裕	男	35-39男子	3:06:36	0:35:30	0:05:00	1:26:29	0:59:37	
378	131	長井 秀興	男	30-34男子	3:06:39	0:29:36	0:05:29	1:24:48	1:06:46	
379	893	藤本 優子	女	50-54女子	3:06:41	0:33:16	0:05:11	1:35:12	0:53:02	
380	767	竹内 亮磨	男	30-34男子	3:06:45	0:34:19	0:06:18	1:26:14	0:59:54	
381	903	岩井 志寿香	女	50-54女子	3:06:46	0:35:43	0:04:59	1:33:01	0:53:03	
382	578	千葉 寿夫	男	55-59男子	3:06:49	0:26:16	0:05:13	1:36:50	0:58:30	
383	408	長谷川 敦	男	45-49男子	3:07:10	0:37:55	0:05:45	1:26:59	0:56:31	
384	532	丹 陽	男	50-54男子	3:07:13	0:35:43	0:05:05	1:29:51	0:56:34	
385	617	新藤 健司	男	55-59男子	3:07:19	0:36:44	0:04:42	1:29:42	0:56:11	
386	163	鵜瀬 和秀	男	35-39男子	3:07:21	0:36:53	0:05:02	1:33:22	0:52:04	
387	440	福原 琢磨	男	50-54男子	3:07:36	0:41:05	0:04:34	1:25:26	0:56:31	
388	103	稲沼 航	男	30-34男子	3:07:40	0:46:55	0:04:42	1:27:22	0:48:41	
389	351	井上 功之	男	45-49男子	3:07:50	0:36:45	0:08:00	1:25:38	0:57:27	
390	913	鈴木 慶子	女	55-59女子	3:07:52	0:36:03	0:06:28	1:26:57	0:58:24	
391	692	山本 喜昭	男	50-54男子	3:08:01	0:41:45	0:06:30	1:28:53	0:50:53	
392	862	新井 亮子	女	30-34女子	3:08:05	0:35:26	0:05:32	1:29:44	0:57:23	
393	537	坂本 昭博	男	50-54男子	3:08:19	0:39:06	0:05:12	1:26:28	0:57:33	
394	93	吉田 健人	男	30-34男子	3:08:23	0:34:11	0:06:51	1:35:48	0:51:33	
395	476	北澤 和也	男	50-54男子	3:08:24	0:38:08	0:05:11	1:27:38	0:57:27	
396	605	原田 雅夫	男	55-59男子	3:08:30	0:29:48	0:05:40	1:23:42	1:09:20	
397	479	阿部 忠順	男	50-54男子	3:08:32	0:38:22	0:05:26	1:17:20	1:07:24	
398	513	伊藤 直紀	男	50-54男子	3:08:46	0:34:44	0:05:13	1:32:12	0:56:37	
399	42	三好 健斗	男	25-29男子	3:08:51	0:38:18	0:05:16	1:22:44	1:02:33	
400	844	一柳 和弘	男	55-59男子	3:08:54	0:43:43	0:07:11	1:27:01	0:50:59	
401	142	赤土 侑也	男	35-39男子	3:08:54	0:48:09	0:04:50	1:22:17	0:53:38	
402	656	井田 寿	男	60-64男子	3:09:01	0:31:45	0:05:20	1:20:41	1:11:15	
403	430	磯野 泰二	男	50-54男子	3:09:02	0:31:03	0:04:40	1:25:35	1:07:44	
404	381	牧野 篤郎	男	45-49男子	3:09:08	0:36:08	0:05:25	1:29:08	0:58:27	
405	711	村瀬 陽平	男	60-64男子	3:09:14	0:34:17	0:06:45	1:30:14	0:57:58	
406	114	相馬 諒	男	30-34男子	3:09:19	0:36:11	0:06:34	1:27:10	0:59:24	
407	334	明石 良治	男	45-49男子	3:09:41	0:33:42	0:05:36	1:28:27	1:01:56	
408	386	加藤 克典	男	45-49男子	3:09:47	0:35:22	0:05:04	1:28:41	1:00:40	
409	749	小倉 暁乃丞	男	25-29男子	3:10:00	0:30:17	0:07:48	1:34:39	0:57:16	
410	195	内田 博己	男	35-39男子	3:10:04	0:42:27	0:06:57	1:23:48	0:56:52	
411	328	大江 亮	男	45-49男子	3:10:07	0:43:53	0:05:02	1:26:47	0:54:25	
412	397	有川 忠司	男	45-49男子	3:10:24	0:40:33	0:05:06	1:21:04	1:03:41	
413	87	野仲 智博	男	30-34男子	3:10:27	0:31:46	0:04:59	1:31:37	1:02:05	
414	439	山田 伸大	男	50-54男子	3:10:28	0:40:01	0:05:45	1:19:21	1:05:21	
415	664	杉浦 暢雄	男	60-64男子	3:10:30	0:31:27	0:05:09	1:28:53	1:05:01	
416	184	奥 武洋	男	35-39男子	3:10:38	0:36:22	0:07:23	1:31:36	0:55:17	
417	846	小山 智	男	60-64男子	3:10:39	0:36:47	0:04:57	1:30:12	0:58:43	
418	443	原島 茂雄	男	50-54男子	3:10:44	0:38:14	0:07:07	1:20:57	1:04:26	
419	688	永濱 郷史	男	50-54男子	3:10:46	0:30:32	0:07:47	1:28:00	1:04:27	
420	451	山田 吉彦	男	50-54男子	3:10:48	0:34:40	0:08:10	1:23:58	1:04:00	
421	418	山崎 満広	男	45-49男子	3:10:56	0:42:04	0:05:28	1:21:47	1:01:37	
422	737	伊之澤 修	男	70-74男子	3:10:59	0:37:43	0:05:23	1:28:08	0:59:45	
423	25	山内 海渡	男	20-24男子	3:11:00	0:37:05	0:06:25	1:44:42	0:42:48	
424	604	宇山 直史	男	55-59男子	3:11:07	0:36:10	0:06:52	1:37:57	0:50:08	
425	203	井堀 裕馬	男	35-39男子	3:11:07	0:49:17	0:06:18	1:18:40	0:56:52	
426	489	遠藤 稔夫	男	50-54男子	3:11:09	0:31:50	0:06:05	1:27:02	1:06:12	
427	876	服部 絢子	女	40-44女子	3:11:17	0:41:41	0:05:28	1:28:28	0:55:40	
428	16	Letourneau Thomas	男	20-24男子	3:11:45	0:34:17	0:05:42	1:32:14	0:59:32	
429	60	浅井 宥樹	男	25-29男子	3:11:47	0:38:53	0:09:30	1:34:49	0:48:35	
430	345	近藤 慶和	男	45-49男子	3:11:55	0:47:34	0:09:09	1:29:09	0:46:03	
431	693	本間 貫禎	男	50-54男子	3:11:55	0:29:49	0:04:31	1:33:41	1:03:54	
432	694	伊藤 裕之	男	55-59男子	3:12:03	0:40:27	0:04:11	1:24:38	1:02:47	
433	373	柳澤 慎一	男	45-49男子	3:12:04	0:41:37	0:06:01	1:26:01	0:58:25	
434	467	近藤 高史	男	50-54男子	3:12:20	0:45:07	0:07:27	1:28:36	0:51:10	
435	628	大園 茂樹	男	55-59男子	3:12:25	0:32:22	0:07:08	1:27:58	1:04:57	
436	681	ARROCHA MARCIAL	男	40-44男子	3:12:28	0:31:40	0:04:52	1:32:57	1:02:59	
437	746	Neumeister Fabian	男	25-29男子	3:12:32	0:37:47	0:04:43	1:34:09	0:55:53	
438	193	橋爪 勇磨	男	35-39男子	3:12:42	0:37:42	0:05:14	1:31:17	0:58:29	
439	438	菱川 浩一郎	男	50-54男子	3:12:46	0:37:50	0:09:04	1:20:53	1:04:59	
440	428	福永 真一郎	男	50-54男子	3:13:06	0:42:17	0:04:51	1:21:15	1:04:43	
441	244	瀬尾 明彦	男	40-44男子	3:13:27	0:39:18	0:08:02	1:28:39	0:57:28	
442	651	市川 正覚	男	55-59男子	3:13:30	0:34:45	0:06:24	1:31:27	1:00:54	
443	223	石川 直也	男	40-44男子	3:13:36	0:37:27	0:07:05	1:30:55	0:58:09	
444	566	清水 秀人	男	55-59男子	3:13:44	0:31:40	0:06:52	1:24:33	1:10:39	
445	626	松尾 賢一	男	55-59男子	3:13:47	0:33:29	0:04:17	1:32:25	1:03:36	
446	409	佐藤 与	男	45-49男子	3:13:49	0:41:06	0:05:50	1:24:01	1:02:52	
447	217	北見 紀明	男	40-44男子	3:13:57	0:40:49	0:05:51	1:28:14	0:59:03	
448	891	各務 裕美子	女	45-49女子	3:13:58	0:38:18	0:04:27	1:40:01	0:51:12	
449	654	池口 秀志	男	60-64男子	3:13:59	0:38:32	0:08:26	1:29:21	0:57:40	
450	702	今井 幸次	男	60-64男子	3:14:00	0:34:04	0:05:09	1:33:59	1:00:48	
451	339	宮地 徳蔵	男	45-49男子	3:14:17	0:50:29	0:05:22	1:21:49	0:56:37	
452	179	田岡 文利	男	35-39男子	3:14:18	0:34:28	0:06:15	1:25:43	1:07:52	
453	110	若生 知宏	男	30-34男子	3:14:20	0:47:32	0:03:50	1:20:14	1:02:44	
454	580	高荒 聡	男	55-59男子	3:14:24	0:41:39	0:07:12	1:23:37	1:01:56	
455	279	谷 利春	男	40-44男子	3:14:36	0:36:46	0:07:35	1:28:12	1:02:03	
456	71	重元 佑太	男	25-29男子	3:14:47	0:31:11	0:07:55	1:36:09	0:59:32	
457	542	田村 武史	男	50-54男子	3:14:51	0:45:05	0:04:47	1:23:59	1:01:00	
458	106	白井 正司	男	30-34男子	3:14:52	0:35:32	0:07:53	1:27:36	1:03:51	
459	94	築野 晃	男	30-34男子	3:14:58	0:33:33	0:03:28	1:24:40	1:13:17	
460	807	澁澤 喜人	男	40-44男子	3:15:01	0:34:44	0:06:28	1:35:47	0:58:02	
461	352	山崎 哲男	男	45-49男子	3:15:15	0:40:19	0:05:27	1:29:58	0:59:31	
462	589	吉崎 明男	男	55-59男子	3:15:21	0:39:28	0:05:22	1:32:19	0:58:12	
463	695	二ッ木 雅之	男	55-59男子	3:15:24	0:41:04	0:05:45	1:33:35	0:55:00	
464	878	萩原 瞳子	女	40-44女子	3:15:29	0:37:04	0:05:38	1:37:27	0:55:20	
465	707	蒲谷 徹	男	60-64男子	3:15:40	0:39:42	0:04:46	1:33:48	0:57:24	
466	290	田澤 昌孝	男	40-44男子	3:15:41	0:34:09	0:05:14	1:33:03	1:03:15	
467	251	平松 晃一	男	40-44男子	3:15:55	0:46:19	0:05:31	1:23:48	1:00:17	
468	215	美崎 洋太	男	40-44男子	3:16:00	0:42:39	0:08:14	1:27:35	0:57:32	
469	417	大塚 貴生	男	45-49男子	3:16:02	0:35:58	0:04:40	1:30:49	1:04:35	
470	788	木戸 啓太	男	35-39男子	3:16:13	0:39:12	0:06:01	1:31:01	0:59:59	
471	615	平井 宏宜	男	55-59男子	3:16:13	0:34:04	0:04:56	1:35:49	1:01:24	
472	8	大須賀 星南	男	20-24男子	3:16:19	0:40:56	0:05:34	1:32:33	0:57:16	
473	391	立沢 和宏	男	45-49男子	3:16:47	0:34:45	0:05:03	1:33:34	1:03:25	
474	560	丸岡 太	男	55-59男子	3:16:48	0:32:18	0:07:08	1:35:39	1:01:43	
475	551	堀内 雅生	男	55-59男子	3:16:50	0:35:21	0:06:57	1:38:18	0:56:14	
476	362	遠藤 尚	男	45-49男子	3:16:53	0:42:45	0:04:20	1:30:03	0:59:45	
477	569	新田 豪	男	55-59男子	3:16:53	0:40:25	0:06:32	1:33:18	0:56:38	
478	659	山口 健二	男	60-64男子	3:17:04	0:35:14	0:03:52	1:26:32	1:11:26	
479	899	鈴木 かおる	女	50-54女子	3:17:17	0:35:19	0:04:28	1:31:48	1:05:42	
480	363	山下 正浩	男	45-49男子	3:17:22	0:37:46	0:06:50	1:36:04	0:56:42	
481	150	下茂野 晃	男	35-39男子	3:17:27	0:36:52	0:09:25	1:30:29	1:00:41	
482	372	笹川 光平	男	45-49男子	3:17:30	0:35:51	0:06:49	1:29:10	1:05:40	
483	606	町田 一郎	男	55-59男子	3:17:34	0:39:07	0:03:52	1:36:15	0:58:20	
484	457	奥村 宏	男	50-54男子	3:17:49	0:46:02	0:05:27	1:21:23	1:04:57	
485	104	和田 智也	男	30-34男子	3:17:52	0:36:18	0:05:24	1:36:05	1:00:05	
486	875	長谷川 恵美子	女	40-44女子	3:17:53	0:44:18	0:05:09	1:37:45	0:50:41	
487	274	稲熊 圭太	男	40-44男子	3:18:02	0:45:02	0:05:29	1:35:02	0:52:29	
488	625	柴田 俊一	男	55-59男子	3:18:07	0:40:26	0:04:16	1:33:06	1:00:19	
489	889	松浦 加奈	女	45-49女子	3:18:09	0:37:26	0:06:04	1:37:09	0:57:30	
490	429	飯野 由和	男	50-54男子	3:18:24	0:43:27	0:06:24	1:31:05	0:57:28	
491	641	田崎 勉	男	55-59男子	3:18:24	0:38:31	0:04:58	1:39:17	0:55:38	
492	5	渡辺 芳邦	男	60-64男子	3:18:32	0:34:52	0:06:40	1:29:04	1:07:56	
493	588	日下 智幸	男	55-59男子	3:18:33	0:30:48	0:04:18	1:26:11	1:17:16	
494	717	三浦 志朗	男	60-64男子	3:18:48	0:39:21	0:06:27	1:30:41	1:02:19	
495	226	後藤 幸起	男	40-44男子	3:18:49	0:36:51	0:06:06	1:26:53	1:08:59	
496	435	中島 慶一	男	50-54男子	3:18:55	0:43:23	0:03:39	1:28:33	1:03:20	
497	887	新井 美幸	女	45-49女子	3:18:55	0:30:18	0:03:02	1:45:56	0:59:39	
498	706	堀内 浩司	男	60-64男子	3:19:11	0:31:24	0:04:10	1:35:32	1:08:05	
499	211	渡邊 利哉	男	40-44男子	3:19:11	0:36:01	0:06:17	1:31:46	1:05:07	
500	67	山本 大樹	男	25-29男子	3:19:31	0:48:50	0:09:57	1:29:32	0:51:12	
501	277	本田 泰大	男	40-44男子	3:19:38	0:45:46	0:05:29	1:16:39	1:11:44	
502	800	豊島 裕	男	40-44男子	3:19:39	0:37:38	0:09:40	1:43:37	0:48:44	
503	562	本多 淳	男	55-59男子	3:19:41	0:46:15	0:05:24	1:26:31	1:01:31	
504	449	奥 響	男	50-54男子	3:19:47	0:39:36	0:07:08	1:37:43	0:55:20	
505	880	山本 愛	女	40-44女子	3:19:50	0:35:49	0:05:27	1:40:50	0:57:44	
506	472	永田 光一	男	50-54男子	3:20:11	0:43:41	0:05:19	1:33:29	0:57:42	
507	883	岩澤 好恵	女	45-49女子	3:20:16	0:39:09	0:05:47	1:35:40	0:59:40	
508	609	谷原 登志夫	男	55-59男子	3:20:20	0:50:23	0:08:25	1:32:01	0:49:31	
509	823	松岡 優	男	50-54男子	3:20:21	0:34:27	0:04:24	1:38:43	1:02:47	
510	834	伊藤 毅	男	50-54男子	3:20:23	0:41:00	0:03:34	1:24:39	1:11:10	
511	812	戸井田 直人	男	45-49男子	3:20:25	0:38:27	0:06:03	1:32:39	1:03:16	
512	295	関 聡	男	45-49男子	3:20:28	0:30:35	0:06:03	1:30:43	1:13:07	
513	908	西木 径子	女	55-59女子	3:20:49	0:35:20	0:04:47	1:44:26	0:56:16	
514	882	柿沼 みさと	女	45-49女子	3:20:52	0:31:01	0:06:19	1:47:06	0:56:26	
515	713	菅谷 豊明	男	60-64男子	3:20:55	0:54:43	0:06:03	1:28:03	0:52:06	
516	894	岡田 知子	女	50-54女子	3:20:58	0:41:58	0:07:21	1:33:04	0:58:35	
517	92	小林 悠司	男	30-34男子	3:21:03	0:35:28	0:05:25	1:42:12	0:57:58	
518	18	山田 拳太郎	男	20-24男子	3:21:07	0:32:35	0:06:12	1:35:10	1:07:10	
519	915	松本 寿美江	女	60-64女子	3:21:12	0:35:57	0:07:26	1:34:00	1:03:49	
520	229	阿久津 卓	男	40-44男子	3:21:16	0:36:34	0:05:53	1:33:47	1:05:02	
521	760	平田 和音	男	30-34男子	3:21:16	0:37:04	0:05:26	1:33:55	1:04:51	
522	918	小寺 明子	女	60-64女子	3:21:21			1:38:53	1:02:16	SKIP
523	845	安藤 憲和	男	55-59男子	3:21:23	0:34:59	0:07:53	1:34:50	1:03:41	
524	28	露木 友博	男	25-29男子	3:21:29	0:41:44	0:07:25	1:33:34	0:58:46	
525	637	小林 聡	男	55-59男子	3:21:30	0:29:58	0:06:40	1:42:59	1:01:53	
526	718	佐々木 功輝	男	60-64男子	3:21:35	0:37:53	0:05:23	1:35:08	1:03:11	
527	686	石川 智一	男	45-49男子	3:21:37	0:34:08	0:05:10	1:29:52	1:12:27	
528	921	井村 麻弥	女	45-49女子	3:21:41	0:39:39	0:05:32	1:32:38	1:03:52	
529	388	高橋 洋行	男	45-49男子	3:21:41	0:42:56	0:06:11	1:31:00	1:01:34	
530	665	市川 登	男	60-64男子	3:21:47	0:39:19	0:05:51	1:29:25	1:07:12	
531	153	小嶋 遼	男	35-39男子	3:21:54	0:40:09	0:04:59	1:32:38	1:04:08	
532	804	壷井 洋	男	40-44男子	3:21:56	0:39:22	0:04:46	1:41:10	0:56:38	
533	152	鳥居 勇佑	男	35-39男子	3:22:09	0:41:03	0:06:51	1:35:22	0:58:53	
534	470	望月 英明	男	50-54男子	3:22:14	0:44:07	0:11:04	1:33:33	0:53:30	
535	242	江原 祐介	男	40-44男子	3:22:32			1:19:09	0:47:49	SKIP
536	636	登坂 高志	男	55-59男子	3:22:33	0:41:41	0:07:09	1:40:03	0:53:40	
537	890	原 季実子	女	45-49女子	3:22:43	0:37:32	0:05:18	1:35:29	1:04:24	
538	454	石崎 晴巨	男	50-54男子	3:22:47	0:36:54	0:06:13	1:36:24	1:03:16	
539	260	福山 拓図	男	40-44男子	3:22:51	0:44:58	0:04:42	1:27:13	1:05:58	
540	827	三浦 英史	男	50-54男子	3:23:14	0:35:26	0:06:15	1:41:14	1:00:19	
541	735	坂本 孝博	男	70-74男子	3:23:25	0:40:29	0:05:30	1:35:51	1:01:35	
542	262	矢野森 義貴	男	40-44男子	3:23:26	0:41:31	0:04:19	1:31:10	1:06:26	
543	318	菊地 貞行	男	45-49男子	3:23:36	0:49:08	0:08:15	1:26:59	0:59:14	
544	465	阿部 新之輔	男	50-54男子	3:23:42	0:36:20	0:07:51	1:35:18	1:04:13	
545	116	堀内 琢矢	男	30-34男子	3:23:44	0:39:36	0:12:15	1:36:55	0:54:58	
546	63	三浦 行揮	男	25-29男子	3:23:50	0:40:55	0:07:10	1:41:40	0:54:05	
